						
Plie, студия классической хореографии	Обучение танцам	г. Уфа	Загира Исмагилова, 2/2	https://vk.com/plieufa	 +7-987-036-10-00	Кировский район
CHILI, студия пол дэнс и фитнеса	Обучение танцам | Фитнес-клубы | Спортивные секции	г. Уфа	Октября проспект, 128/2	https://vk.com/chilipoledance	 +7-917-375-75-33	Октябрьский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Бакалинская, 19	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Кировский район
Танцевальный мир, студия	Обучение танцам | Творческие коллективы	г. Уфа	Бакалинская, 19	https://vk.com/worlddanceufa	 +7 (347) 298-41-21; +7-963-136-41-21	Кировский район
МетроFitness, сеть спорт-клубов	Фитнес-клубы | Тренажёрные залы | Центры йоги | Обучение танцам | Спортивные секции	г. Уфа	Менделеева, 137	https://vk.com/ufametrofitness	 +7 (347) 257-77-78; +7-917-358-88-58	Кировский район
Королек, студия танца	Обучение танцам	г. Уфа	Менделеева, 132	https://vk.com/korolek_ufa_dance	 +7 (347) 216-34-73; +7-917-414-55-06	Кировский район
ТОДЕС, школа танца Аллы Духовой	Обучение танцам	г. Уфа	Менделеева, 205а	https://vk.com/todes	 +7 (347) 294-07-37	Октябрьский район
Лейтай, спортивный клуб	Спортивные секции | Фитнес-клубы | Тренажёрные залы | Обучение танцам	г. Уфа	Глинки, 2	https://vk.com/leitai_fightclub	 +7 (347) 266-15-23	Калининский район
Семь девушек, танцевальная школа	Обучение танцам	г. Уфа	Сун-Ят-Сена, 9	https://vk.com/school.dance	 +7 (347) 266-44-27; +7-961-368-89-36	Кировский район
Элита, фитнес-клуб	Фитнес-клубы | Тренажёрные залы | Студии загара | Услуги массажиста | Обучение танцам	г. Уфа	Петропавловская, 46	https://vk.com/elitafitness	 +7 (347) 232-37-37;+7 (347) 291-77-77; +7-917-433-91-56	Советский район
Город мастеров, центр творческого развития	Курсы творчества и рукоделия | Детские / подростковые клубы | Курсы вокала | Театральные курсы | Обучение танцам	г. Уфа	Энгельса, 1/1	https://vk.com/vegu.gorodm	 +7 (347) 273-38-09; +7-917-448-76-95	Кировский район
United Project Crew, студия танцев	Обучение танцам	г. Уфа	Менделеева, 149		 +7 (347) 294-94-93; +7-919-153-88-88	Советский район
Space Dance, школа танцев	Обучение танцам	г. Уфа	Октября проспект, 4/1	https://vk.com/space_dance	 +7-987-131-13-10	Советский район
Children`s club, сеть детских творческих клубов	Детские / подростковые клубы | Театральные курсы | Обучение танцам | Курсы вокала	г. Уфа	Пушкина, 120	https://vk.com/smilik_ufa	 +7-917-467-46-59	Кировский район
Zerkala, студия	Обучение танцам | Театральные курсы | Курсы вокала | Центры йоги | Фитнес-клубы	г. Уфа	Бориса Домашникова, 22	https://vk.com/zerkala_ufa	 +7-963-900-66-00;+7-987-140-21-42	Советский район
Браво, балетный театр	Обучение танцам | Творческие коллективы	г. Уфа	Коммунистическая, 44	https://vk.com/teatr_tanca_bravo	 +7 (347) 251-37-55;+7 (347) 272-93-70	Кировский район
GallaDance, танцевальный клуб	Обучение танцам	г. Уфа	Набережная, 122	https://vk.com/club20195808	 +7 (347) 298-70-98;+7 (347) 200-64-06	Кировский район
КАТАНА, спортивный клуб	Спортивные секции | Обучение танцам | Центры йоги | Фитнес-клубы	г. Уфа	Максима Рыльского, 7/1		 +7-967-740-00-01;+7-987-618-57-42;+7-917-440-40-01	Октябрьский район
Лидер Ленд, детский клуб	Центры раннего развития детей | Детские / подростковые клубы | Обучение танцам | Услуги логопеда | Услуги массажиста	г. Уфа	Муксинова, 2/3		 +7 (347) 266-29-11; +7-927-236-29-11	Кировский район
КДС, школа танцев	Обучение танцам	г. Уфа	Гоголя, 72 к1	https://vk.com/club128401456	 +7 (347) 287-81-97	Ленинский район
Добрые традиции, центр дошкольного развития	Центры раннего развития детей | Частные детские сады | Услуги логопеда | Обучение танцам	г. Уфа	Рабкоров, 2/1	https://vk.com/dobrye_tradicii	 +7-917-478-50-00	Кировский район
Оранж Спутник, клуб для детей	Детские / подростковые клубы | Центры раннего развития детей | Обучение танцам | Театральные курсы | Спортивные секции	с. Чесноковка, Уфимский район	Архитектурная, 1	https://vk.com/orange_sputnik	 +7 (347) 286-13-76	
Right Way, школа танцев	Обучение танцам	г. Уфа	Орджоникидзе, 20	https://vk.com/rwdance	 +7-917-780-71-45	Калининский район
Butterfly, школа стрип-пластики и пол-дэнс	Обучение танцам	г. Уфа	Рихарда Зорге, 45/6	https://vk.com/club65039041	 +7-905-003-58-80	Октябрьский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	40 лет Октября, 7/1	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Орджоникидзевский район
Центр групповых занятий	Центры йоги | Спортивные секции | Обучение танцам	г. Уфа	Софьи Перовской, 54		 +7 (347) 286-52-79	Кировский район
Телемарк, детский клуб спортивного бального танца	Обучение танцам	г. Уфа	Первомайская, 14		 +7 (347) 264-06-23	Орджоникидзевский район
МАТРёШКа, студия радостного творчества	Центры раннего развития детей | Помощь в обучении | Курсы вокала | Обучение танцам | Курсы творчества и рукоделия	г. Уфа	Октября проспект, 4	https://vk.com/studiama	 +7 (347) 262-75-81; +7-917-758-21-81	Советский район
ТОДЕС, школа танца Аллы Духовой	Обучение танцам	г. Уфа	Чернышевского, 75	https://vk.com/todes	 +7 (347) 257-14-75;+7 (347) 257-33-66; +7-917-348-80-43	Ленинский район
АЗАЛИЯ, ООО, хореографическая студия	Обучение танцам	г. Уфа	Октября проспект, 6		 +7-962-536-49-77;+7-917-356-42-42	Советский район
Магнолия, студия танцев и йоги	Обучение танцам | Центры йоги	г. Уфа	8 Марта, 12/3	https://vk.com/danceufa	 +7 (347) 262-90-82;+7 (347) 266-75-11; +7-917-765-78-10;+7-937-849-90-82	Советский район
Семь девушек, танцевальная школа	Обучение танцам	г. Уфа	Обская, 2	https://vk.com/school.dance	 +7 (347) 266-44-27; +7-961-368-89-36	Советский район
DF-studio, студия современной хореографии	Обучение танцам	г. Уфа	Кольцевая, 6	https://vk.com/dancefirestudio	 +7-937-307-38-27;+7-987-497-77-74	Орджоникидзевский район
Талант, центр развития и творчества	Курсы вокала | Обучение танцам | Детские / подростковые клубы | Центры йоги | Спортивные секции	г. Уфа	Дагестанская, 13а	https://vk.com/dance_dema	 +7 (347) 298-41-21; +7-963-136-41-21	Дёмский район
Apache pole dance, студия спортивных танцев	Обучение танцам | Спортивные секции	г. Уфа	Менделеева, 132	https://vk.com/apache.poledanceufa	 +7-927-950-05-91	Кировский район
Right Dance, школа-студия	Обучение танцам	г. Уфа	Карла Маркса, 2	https://vk.com/rd_ufa	 +7 (347) 271-93-24; +7-987-254-92-93	Кировский район
Адажио, студия классического танца	Обучение танцам	г. Уфа	Карла Маркса, 2	https://vk.com/adagioufa	 +7-906-100-26-32;+7-917-415-92-71	Кировский район
Pole Dance & Stretching Academy, школа танцев	Обучение танцам	г. Уфа	Софьи Перовской, 40	https://vk.com/poledancenik	 +7-919-608-42-90	Кировский район
Салют, детская хореографическая и вокальная школа	Обучение танцам | Курсы вокала	г. Уфа	Славы бульвар, 2		 +7 (347) 235-98-88	Орджоникидзевский район
Спортивная федерация Киокусинкай Карате Республики Башкортостан	Федерации спорта | Спортивные секции | Обучение танцам	г. Уфа	Хадии Давлетшиной бульвар, 18/1	https://vk.com/karaterb	 +7 (347) 298-11-02; +7-903-311-11-02	Советский район
КАТАНА, спортивный клуб	Спортивные секции | Обучение танцам | Центры йоги | Фитнес-клубы	г. Уфа	Парковая, 16		 +7-967-740-00-01;+7-987-618-57-42;+7-917-440-40-01	Октябрьский район
Уфимский центр современного танца	Обучение танцам | Центры раннего развития детей | Творческие коллективы | Фитнес-клубы	г. Уфа	Верхнеторговая площадь, 1	https://vk.com/svoiminogami	 +7 (347) 294-00-34; +7-917-755-52-49;+7-987-254-00-34	Кировский район
Guzal-dance, студия танца	Обучение танцам | Организация и проведение праздников | Центры йоги	г. Уфа	Новомостовая, 4а	https://vk.com/guzaldance	 +7-901-818-09-75	Кировский район
Tais, танцевальная студия	Обучение танцам	г. Уфа	Софьи Перовской, 52/2	https://vk.com/tais_ufa	 +7 (347) 266-24-22	Кировский район
Академия ирландского танца	Обучение танцам | Творческие коллективы	г. Уфа	Юрия Гагарина, 74/3	https://vk.com/irishdance_ufa	 +7-917-756-66-60;+7-917-049-10-33	Октябрьский район
Триумф, образцовая студия современного танца	Обучение танцам	г. Уфа	Баязита Бикбая, 19/2	https://vk.com/public42235641	 +7-987-585-22-19	Октябрьский район
Клеопатра, студия танца	Обучение танцам	г. Уфа	Маршала Жукова, 5/2		 +7-917-409-49-59	Октябрьский район
DIVA-TWINS, студия танцев	Обучение танцам | Творческие коллективы	г. Уфа	Октября проспект, 142/5	https://vk.com/diva_twins	 +7 (347) 266-71-36; +7-927-236-71-36;+7-927-330-33-07	Октябрьский район
Легенда, танцевально-спортивная школа	Обучение танцам	г. Уфа	Зайнаб Биишевой, 7	https://vk.com/ufalegenda	 +7-917-735-55-35;+7-917-795-55-35	Кировский район
Rise, студия современного искусства	Обучение танцам	г. Уфа	Союзная, 6/2	https://vk.com/zatondance	 +7-987-259-24-19;+7-917-466-09-96	Ленинский район
Show x-wo`man, школа танцев	Обучение танцам	г. Уфа	Рихарда Зорге, 35		 +7 (347) 223-90-66; +7-927-337-81-85	Октябрьский район
АЗАЛИЯ, ООО, хореографическая студия	Обучение танцам	г. Уфа	Софьи Перовской, 54		 +7-962-536-49-77;+7-917-356-42-42	Кировский район
Эверест, клуб акробатического рок-н-ролла	Обучение танцам	г. Уфа	Машиностроителей, 10 к1		 +7-927-951-81-31	Калининский район
Лео, школа танцев	Обучение танцам	г. Уфа	Юрия Гагарина, 74/3	https://vk.com/club20734040	 +7-987-144-69-73	Октябрьский район
Мини, студия детских танцев	Обучение танцам	г. Уфа	Шота Руставели, 49	https://vk.com/minidance_ufa	 +7-917-047-12-67	Октябрьский район
Дуэт, танцевально-спортивный клуб	Обучение танцам	г. Уфа	Сельская Богородская, 37	https://vk.com/club46754714	 +7 (347) 274-29-96	Калининский район
Apache pole dance, студия спортивных танцев	Обучение танцам | Спортивные секции	г. Уфа	Шота Руставели, 49	https://vk.com/apache.poledanceufa	 +7-927-950-05-91;+7-987-134-48-45	Октябрьский район
ПАСТЕ, академия спортивного бального танца	Обучение танцам	г. Уфа	Менделеева, 134		 +7 (347) 256-69-80;+7 (347) 256-69-85	Кировский район
Upgrade, студия танцев для детей	Обучение танцам	г. Уфа	Юрия Гагарина, 10/2		 +7-987-596-32-07	Октябрьский район
MegaDance, студия танца	Обучение танцам	г. Уфа	Черниковская, 46а		 +7-919-601-91-11	Калининский район
Esperanza, танцевальная студия	Обучение танцам	г. Уфа	Обская, 2	https://vk.com/esperanza_ufa	 +7-961-365-24-43;+7-927-236-59-03	Советский район
Дива, центр современной хореографии	Обучение танцам	г. Уфа	Дагестанская, 12/1	https://vk.com/divaufa_com	 +7-937-308-48-14	Дёмский район
Малика, студия танца живота	Обучение танцам	г. Уфа	Рихарда Зорге, 35		 +7 (347) 223-90-66; +7-963-890-75-19	Октябрьский район
Дива, школа восточных танцев	Обучение танцам	г. Уфа	Ленина, 50	https://vk.com/club4062075	 +7-927-230-77-64	Кировский район
Аллегро, школа танцев	Обучение танцам	г. Уфа	Кустарная, 17	https://vk.com/cluballegro	 +7-917-373-99-56	Кировский район
Tais, танцевальная студия	Обучение танцам	г. Уфа	Менделеева, 205а	https://vk.com/tais_ufa	 +7 (347) 266-24-22	Октябрьский район
Детская академия танца	Обучение танцам	г. Уфа	Гоголя, 58	https://vk.com/club101454565	 +7-937-857-94-87	Ленинский район
Академия ирландского танца	Обучение танцам | Творческие коллективы	г. Уфа	Обская, 2	https://vk.com/irishdance_ufa	 +7-917-756-66-60;+7-917-049-10-33	Советский район
Амели, центр свадебного танца	Обучение танцам | Организация и проведение праздников	г. Уфа	8 Марта, 12/3	https://vk.com/club23420420	 +7 (347) 262-90-82;+7 (347) 266-75-11; +7-937-849-90-82;+7-917-765-78-10	Советский район
E-Dance Studio, центр танцевального искусства	Обучение танцам | Творческие коллективы	г. Уфа	Маршала Жукова, 29	https://vk.com/edanceufa	 +7 (347) 214-90-17	Октябрьский район
Стиль, шоу-студия	Обучение танцам	г. Уфа	Менделеева, 203	https://vk.com/club3315904	 +7-937-330-42-82;+7-989-958-22-21	Октябрьский район
Уфимский спортивный центр	Спортивные секции | Обучение танцам	д. Шмидтово, Уфимский район	Мира, 2	https://vk.com/sportvshmidtovo	 +7 (347) 299-95-99	
Джумали, студия	Обучение танцам | Фитнес-клубы | Организация и проведение праздников	г. Уфа	Гвардейская, 35/1	https://vk.com/club94929368	 +7-917-344-38-89;+7-917-381-77-16	Калининский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Революционная, 171	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Советский район
Кубинский квартал, школа танцев	Обучение танцам	г. Уфа	Ростовская, 18 лит Е	https://vk.com/club9365955	 +7-987-247-77-24	Октябрьский район
Terra Arte, школа шотландского танца и фехтования	Обучение танцам | Спортивные секции	г. Уфа	Гафури, 101		 +7-905-307-74-32;+7-961-039-24-34	Ленинский район
Эверест, клуб акробатического рок-н-ролла	Обучение танцам	г. Уфа	50 лет СССР, 2		 +7-927-951-81-31	Советский район
Alfa Dance, школа танцев	Обучение танцам	Октябрьский	Ленина проспект, 79/1	https://vk.com/alphadance	 +7-937-354-30-00	
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Загира Исмагилова, 1	https://vk.com/solcrew	 +7-917-472-26-35	Кировский район
Студия красоты	Парикмахерские | Ногтевые студии | Услуги визажиста | Обучение танцам	г. Уфа	Гвардейская, 35/1		 +7 (347) 298-08-68; +7-917-411-50-37	Калининский район
Танцы с Перцем, студия зажигательных танцев	Обучение танцам	г. Уфа	Менделеева, 205а	https://vk.com/perezdance	 +7-999-623-85-56;+7-927-957-37-37;+7-937-301-74-31	Октябрьский район
Апельсин, ООО, детский клуб	Центры раннего развития детей | Услуги логопеда | Обучение танцам | Курсы вокала	с. Булгаково, Уфимский район	Мичурина, 74		 +7-917-369-26-84	
DANCE 21, школа танцев	Обучение танцам	г. Уфа	Николая Дмитриева, 13/1	https://vk.com/dance_twenty_one	 +7-967-744-92-21	Советский район
Русский балет, школа	Обучение танцам	г. Уфа	Пушкина, 45/1	https://vk.com/scholl_ballet	 8-800-333-93-97	Кировский район
Esperanza, танцевальная студия	Обучение танцам	г. Уфа	50 лет СССР, 2	https://vk.com/esperanza_ufa	 +7-961-365-24-43;+7-927-236-59-03	Советский район
El Ritmo Kids, творческая студия	Детские / подростковые клубы | Обучение танцам	г. Уфа	Коммунистическая, 45/3		 +7-917-808-72-69	Ленинский район
Сюрприз, детская студия танца	Обучение танцам	г. Уфа	Союзная, 6/2	https://vk.com/surprise_dance	 +7-987-628-18-14	Ленинский район
Дива, школа восточных танцев	Обучение танцам	г. Уфа	Советская, 13/1	https://vk.com/club4062075	 +7-927-230-77-64	Кировский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Софьи Перовской, 54	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Кировский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Георгия Мушникова, 5/2	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Калининский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Островского, 16	https://vk.com/solcrew	 +7-917-472-26-35	Дёмский район
Сюрприз, детская студия танца	Обучение танцам	г. Уфа	Магистральная, 2/1	https://vk.com/surprise_dance	 +7-987-628-18-14	Дёмский район
АЗАЛИЯ, ООО, хореографическая студия	Обучение танцам	г. Уфа	Богдана Хмельницкого, 92/1		 +7-962-536-49-77;+7-917-356-42-42	Орджоникидзевский район
Apache pole dance, студия спортивных танцев	Обучение танцам | Спортивные секции	г. Уфа	Менделеева, 132 к2	https://vk.com/apache.poledanceufa	 +7-927-950-05-91;+7-917-047-12-67	Кировский район
Академия ирландского танца	Обучение танцам | Творческие коллективы	г. Уфа	Рихарда Зорге, 19/2	https://vk.com/irishdance_ufa	 +7-917-756-66-60;+7-917-049-10-33	Октябрьский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Октября проспект, 93/5	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Орджоникидзевский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Северодвинская, 22	https://vk.com/solcrew	 +7-917-472-26-35	Орджоникидзевский район
Сюрприз, детская студия танца	Обучение танцам	г. Уфа	Рудольфа Нуреева, 21	https://vk.com/surprise_dance	 +7-987-628-18-14	Октябрьский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Блюхера, 40	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Орджоникидзевский район
АЗАЛИЯ, ООО, хореографическая студия	Обучение танцам	г. Уфа	Свободы, 17		 +7-962-536-49-77;+7-917-356-42-42	Орджоникидзевский район
Академия ирландского танца	Обучение танцам | Творческие коллективы	г. Уфа	Свободы, 44	https://vk.com/irishdance_ufa	 +7-917-756-66-60;+7-917-049-10-33	Орджоникидзевский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Набережная реки Уфы, 51/1	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Октябрьский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Октября проспект, 93/5	https://vk.com/solcrew	 +7-917-472-26-35	Орджоникидзевский район
Сюрприз, детская студия танца	Обучение танцам	г. Уфа	Юрия Гагарина, 25/1	https://vk.com/surprise_dance	 +7-987-628-18-14	Октябрьский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Менделеева, 205а	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Октябрьский район
АЗАЛИЯ, ООО, хореографическая студия	Обучение танцам	г. Уфа	Бехтерева, 16		 +7-962-536-49-77;+7-917-356-42-42	Кировский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Загира Исмагилова, 1	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Кировский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Георгия Мушникова, 5/2	https://vk.com/solcrew	 +7-917-472-26-35	Калининский район
Сюрприз, детская студия танца	Обучение танцам	с. Михайловка, Уфимский район	Ленина, 48	https://vk.com/surprise_dance	 +7-987-628-18-14	
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Свободы, 17	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Орджоникидзевский район
АЗАЛИЯ, ООО, хореографическая студия	Обучение танцам	г. Уфа	Георгия Мушникова, 20		 +7-962-536-49-77;+7-917-356-42-42	Калининский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Лесозаводская, 1а	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Ленинский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Рихарда Зорге, 10/1	https://vk.com/solcrew	 +7-917-472-26-35	Советский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Октября проспект, 142/5	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Октябрьский район
АЗАЛИЯ, ООО, хореографическая студия	Обучение танцам	г. Уфа	Юрия Гагарина, 24/1		 +7-962-536-49-77;+7-917-356-42-42	Октябрьский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Ахметова, 304	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Ленинский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	50 лет СССР, 10	https://vk.com/solcrew	 +7-917-472-26-35	Советский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Ибрагимова бульвар, 41	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Советский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Интернациональная, 123	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Калининский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Революционная, 171	https://vk.com/solcrew	 +7-917-472-26-35	Советский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Георгия Мушникова, 28	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Калининский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Островского, 16	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Дёмский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Интернациональная, 123	https://vk.com/solcrew	 +7-917-472-26-35	Калининский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Мингажева, 127	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Советский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	50 лет СССР, 10	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Советский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Вологодская, 64/1	https://vk.com/solcrew	 +7-917-472-26-35	Орджоникидзевский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Набережная реки Уфы, 51/1	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Октябрьский район
S-Аrt, школа танцев	Обучение танцам	г. Уфа	Георгия Мушникова, 17/1	https://vk.com/sart_dance	 +7 (347) 299-91-23; +7-917-344-04-32	Калининский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Набережная реки Уфы, 51/1	https://vk.com/solcrew	 +7-917-472-26-35	Октябрьский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Дагестанская, 13а	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Дёмский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Менделеева, 197/1	https://vk.com/solcrew	 +7-917-472-26-35	Октябрьский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Георгия Мушникова, 20	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Калининский район
Sense of life, студия брейк-данса	Обучение танцам	г. Уфа	Гвардейская, 46/2	https://vk.com/solcrew	 +7-917-472-26-35	Калининский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Коммунистическая, 22/2	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Кировский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Российская, 108/1	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Октябрьский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Ахметова, 207/1	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Ленинский район
BabyDance, сеть хореографических студий	Обучение танцам	г. Уфа	Степана Кувыкина, 29/1	https://vk.com/babydance_ufa	 +7 (347) 298-41-21; +7-963-136-41-21	Кировский район
Smart Boxing Club, боксерский клуб	Спортивные секции | Детские игровые залы / Игротеки | Фитнес-клубы | Тренажёрные залы | Услуги массажиста	г. Уфа	Чернышевского, 88	https://vk.com/smartboxing	 +7 (347) 286-12-37	Ленинский район
